id,time-id,mean,sd
588.0,1,6128.00,6658.42
589.0,1,5774.94,12105.71
590.0,1,5991.00,6656.89
591.0,1,2478.80,4440.30
592.0,1,224.83,230.54
593.0,1,45286.29,79226.02
594.0,1,15119.86,20513.41
595.0,1,15024.19,20543.21
596.0,1,5795.78,12100.03
597.0,1,10835.85,6642.89
598.0,1,4980.14,4931.60
599.0,1,4487.86,4632.76
600.0,1,6302.61,2642.96
601.0,1,3278.33,3318.43
602.0,1,4227.31,9116.57
603.0,1,23889.22,45408.85
604.0,1,697.90,1149.73
605.0,1,760.90,1130.48
606.0,1,396.33,391.29
607.0,1,6305.96,7612.53
608.0,1,3320.92,3287.35
609.0,1,5843.47,12082.54
610.0,1,68747.00,22307.06
611.0,1,5036.19,5506.47
612.0,1,6102.72,7460.11
613.0,1,932.00,825.00
614.0,1,23593.81,45514.63
615.0,1,3621.67,4016.24
616.0,1,3865.17,3973.70
617.0,1,35717.24,61970.64
618.0,1,15215.62,20473.69
619.0,1,14873.14,20570.25
620.0,1,7138.48,8352.76
621.0,1,7255.64,6513.17
622.0,1,15349.67,20401.35
623.0,1,6330.31,7604.39
624.0,1,22902.83,43468.22
625.0,1,43656.00,79464.81
626.0,1,2489.16,4195.72
627.0,1,1761.24,1436.39
628.0,1,2463.55,4445.57
629.0,1,4248.62,9111.88
630.0,1,2457.86,4446.84
631.0,1,5591.00,12104.57
632.0,1,2446.92,4177.95
633.0,1,3813.17,4006.50
634.0,1,5099.41,5487.43
635.0,1,23181.55,43387.55
636.0,1,23678.16,45490.91
637.0,1,3836.94,3993.13
638.0,1,3540.96,3932.76
639.0,1,6278.77,7614.98
640.0,1,2955.30,2719.86
641.0,1,3950.38,9027.58
642.0,1,2448.96,4448.07
643.0,1,45214.00,79261.49
644.0,1,7058.76,8337.07
645.0,1,3869.50,3970.37
646.0,1,2459.86,4446.44
647.0,1,6007.90,6660.44
648.0,1,371.18,859.88
649.0,1,6065.71,6665.41
650.0,1,7240.06,6510.19
651.0,1,3330.58,3279.26
652.0,1,5016.38,4910.16
653.0,1,4774.52,4942.02
654.0,1,66843.00,23467.15
655.0,1,5819.28,12092.18
656.0,1,2445.14,4448.31
657.0,1,6265.06,7613.56
658.0,1,7300.11,6514.11
659.0,1,3621.22,3910.20
660.0,1,245.86,333.91
661.0,1,23299.97,45556.95
662.0,1,7298.08,6514.32
663.0,1,3835.39,3994.09
664.0,1,7201.10,8349.07
665.0,1,6326.14,7606.19
666.0,1,4196.94,9120.41
667.0,1,44622.32,79464.78
668.0,1,4883.10,4959.94
669.0,1,6315.97,7609.86
670.0,1,3590.09,3923.65
671.0,1,7244.08,6511.09
672.0,1,44596.35,79470.16
673.0,1,2467.27,4444.54
674.0,1,5142.16,5460.85
675.0,1,2462.90,4445.74
676.0,1,380.27,400.21
677.0,1,2479.45,4440.01
678.0,1,250.14,331.24
680.0,1,2466.35,4444.81
681.0,1,5029.10,4901.22
682.0,1,6280.08,7615.02
683.0,1,2471.53,4443.15
684.0,1,6341.94,7598.52
685.0,1,7387.08,6483.41
686.0,1,7440.78,6442.73
687.0,1,2470.06,4443.66
688.0,1,346.50,587.77
