id,time-id,mean,sd
214.0,4,376.48,448.59
214.0,5,1317.54,1617.11
214.0,6,3715.41,4925.28
214.0,7,735.73,961.13
215.0,1,0.07,0.25
215.0,2,0.07,0.25
215.0,3,3.27,5.70
215.0,4,103.93,59.70
215.0,5,90.93,72.26
215.0,6,157.07,281.29
215.0,7,36.53,55.59
216.0,1,0,0
216.0,2,0,0
216.0,3,0,0
216.0,4,0,0
216.0,5,0,0
216.0,6,0,0
216.0,7,0,0
217.0,1,8.09,24.56
217.0,2,134.24,514.85
217.0,3,2548.38,8545.02
217.0,4,5134.06,13422.33
217.0,5,12362.35,25615.29
217.0,6,20549.12,32220.67
217.0,7,4551.21,6403.64
218.0,1,0.00,0.00
218.0,2,0.04,0.20
218.0,3,0.04,0.20
218.0,4,6.17,12.36
218.0,5,84.75,265.05
218.0,6,168.04,236.62
218.0,7,49.58,83.90
219.0,1,0.03,0.18
219.0,2,1.03,1.99
219.0,3,47.55,81.49
219.0,4,149.76,291.48
219.0,5,1673.59,3997.83
219.0,6,2314.03,3666.02
219.0,7,211.31,670.81
220.0,1,1.38,2.48
220.0,2,12.00,16.09
220.0,3,121.81,217.50
220.0,4,1022.57,2013.07
220.0,5,1844.19,2419.41
220.0,6,2586.52,1902.85
220.0,7,736.86,445.79
221.0,1,0.04,0.20
221.0,2,3.52,10.98
221.0,3,33.26,39.94
221.0,4,159.61,166.97
221.0,5,477.35,528.05
221.0,6,2291.35,2375.95
221.0,7,658.30,978.52
222.0,1,2.91,6.31
222.0,2,34.91,31.17
222.0,3,245.03,321.31
222.0,4,822.47,973.09
222.0,5,5273.66,4467.38
222.0,6,7878.22,5663.99
222.0,7,1299.72,996.96
223.0,1,1.29,6.35
223.0,2,39.73,165.16
223.0,3,196.61,591.32
223.0,4,219.51,523.55
223.0,5,586.84,1025.04
223.0,6,1147.90,1903.91
223.0,7,272.86,440.72
224.0,1,1.29,6.35
224.0,2,39.63,165.18
224.0,3,196.90,591.23
224.0,4,219.78,523.47
224.0,5,592.45,1023.57
224.0,6,1147.96,1903.89
224.0,7,273.43,440.53
225.0,1,2.31,5.01
225.0,2,100.44,381.52
225.0,3,702.94,2857.21
225.0,4,947.69,3285.21
225.0,5,1574.62,3008.55
225.0,6,2129.84,3184.59
225.0,7,385.47,599.27
226.0,1,2.69,7.09
226.0,2,13.14,22.57
226.0,3,121.83,116.19
226.0,4,650.86,933.45
226.0,5,5183.66,12066.49
226.0,6,14369.55,25912.27
226.0,7,2765.93,4682.68
227.0,1,2.97,7.13
227.0,2,13.48,22.44
227.0,3,126.10,114.71
227.0,4,654.31,931.58
227.0,5,5224.38,12055.38
227.0,6,14343.10,25921.75
227.0,7,2750.86,4687.56
228.0,1,0.03,0.18
228.0,2,1.03,1.99
228.0,3,46.76,81.75
228.0,4,149.31,291.69
228.0,5,1673.21,3997.98
228.0,6,2305.97,3670.61
228.0,7,211.34,670.80
229.0,1,2.93,7.14
229.0,2,13.48,22.44
229.0,3,125.28,115.37
229.0,4,655.66,930.75
229.0,5,5244.59,12048.34
229.0,6,14405.79,25897.96
229.0,7,2755.76,4686.13
230.0,1,1.28,5.30
230.0,2,24.97,56.26
230.0,3,144.06,174.05
230.0,4,377.44,448.12
230.0,5,1332.68,1611.45
230.0,6,3734.85,4916.35
230.0,7,736.69,960.67
231.0,1,3.50,4.09
231.0,2,82.00,84.52
231.0,3,263.17,244.05
231.0,4,953.50,584.26
231.0,5,14019.00,6211.79
231.0,6,42884.25,15181.09
231.0,7,7891.17,3103.75
232.0,1,2.25,5.47
232.0,2,64.28,148.34
232.0,3,349.50,538.30
232.0,4,546.88,684.47
232.0,5,1258.03,1441.87
232.0,6,2443.69,2596.19
232.0,7,453.59,575.88
233.0,1,0.07,0.25
233.0,2,0.07,0.25
233.0,3,2.00,3.54
233.0,4,94.13,57.10
233.0,5,79.60,72.14
233.0,6,155.60,281.71
233.0,7,34.40,56.03
234.0,1,2.22,5.48
234.0,2,63.91,148.49
234.0,3,355.31,536.99
234.0,4,536.88,688.94
234.0,5,1241.00,1452.50
234.0,6,2460.09,2586.02
234.0,7,454.50,575.48
235.0,1,3.66,7.37
235.0,2,46.25,85.70
235.0,3,921.88,3742.60
235.0,4,3033.62,12284.70
235.0,5,7949.56,15875.38
235.0,6,9496.84,12266.96
