id,timeid,mean,sd
141,16,45.00,55.52
141,17,72.00,92.62
141,18,85.60,107.45
141,19,122.40,109.52
141,20,270.20,198.20
141,21,357.20,247.73
141,22,479.60,325.18
141,23,596.00,392.75
141,24,662.00,466.06
141,25,644.80,495.06
142,1,0.00,0.00
142,2,0.00,0.00
142,3,0.67,1.11
142,4,0.00,0.00
142,5,0.00,0.00
142,6,0.00,0.00
142,7,0.00,0.00
142,8,0.00,0.00
142,9,0.17,0.37
142,10,3.83,2.19
142,11,24.83,20.11
142,12,46.83,31.88
142,13,21.33,15.01
142,14,24.00,20.81
142,15,1.67,1.89
142,16,0.50,1.12
142,17,54.50,120.97
142,18,246.33,250.40
142,19,146.83,91.12
142,20,468.50,417.43
142,21,579.67,476.46
142,22,888.33,756.22
142,23,96.17,212.80
142,24,41.83,91.32
142,25,63.83,138.71
143,1,0.00,0.00
143,2,1.29,2.37
143,3,0.86,2.10
143,4,1.14,2.80
143,5,5.86,14.35
143,6,3.86,9.45
143,7,8.29,19.89
143,8,16.14,36.00
143,9,32.86,78.04
143,10,47.00,84.55
143,11,36.14,50.33
143,12,49.00,81.28
143,13,80.86,121.06
143,14,111.14,185.95
143,15,80.29,122.20
143,16,127.29,183.47
143,17,91.29,117.23
143,18,125.00,194.59
143,19,207.00,354.66
143,20,397.43,757.35
143,21,606.14,1133.89
143,22,1217.57,2500.91
143,23,1829.86,3815.41
143,24,1958.43,4032.15
143,25,2697.14,5045.16
144,1,0.00,0.00
144,2,0.00,0.00
144,3,0.17,0.37
144,4,0.17,0.37
144,5,0.00,0.00
144,6,0.00,0.00
144,7,0.00,0.00
144,8,0.00,0.00
144,9,0.67,1.49
144,10,8.17,11.80
144,11,12.33,8.98
144,12,25.17,19.24
144,13,27.83,18.90
144,14,43.00,52.90
144,15,30.33,29.32
144,16,23.50,27.40
144,17,25.33,37.54
144,18,33.33,36.87
144,19,81.50,62.17
144,20,129.83,110.38
144,21,205.50,132.48
144,22,353.00,225.34
144,23,452.33,285.18
144,24,546.50,314.91
144,25,678.50,442.91
145,1,0.00,0.00
145,2,0.33,0.75
145,3,0.67,1.11
145,4,0.00,0.00
145,5,0.00,0.00
145,6,2.17,4.84
145,7,1.83,3.67
145,8,14.00,15.74
145,9,11.83,9.89
145,10,16.17,20.80
145,11,27.00,28.15
145,12,42.17,24.27
145,13,78.50,74.65
145,14,93.83,70.65
145,15,66.83,51.50
145,16,74.83,43.52
145,17,115.67,66.01
145,18,196.50,127.56
145,19,315.00,248.43
145,20,384.33,247.21
145,21,440.00,319.85
145,22,729.67,537.81
145,23,1037.83,731.51
145,24,1365.17,796.37
145,25,1704.67,984.59
146,1,0.00,0.00
146,2,0.50,0.71
146,3,0.75,1.30
146,4,11.25,25.15
146,5,8.00,16.64
146,6,21.12,46.78
146,7,29.75,63.95
146,8,49.12,88.04
146,9,41.88,74.74
146,10,34.62,30.82
146,11,63.75,57.58
146,12,75.50,79.69
146,13,74.00,68.47
146,14,143.62,171.37
146,15,232.62,282.56
146,16,365.50,492.31
146,17,526.00,642.71
146,18,907.00,1046.73
146,19,2241.25,2942.65
146,20,3229.25,4087.78
146,21,4966.12,6326.15
146,22,4645.75,4955.43
