time-id,method,spot,id
6,neighborhood,cold,119
6,neighborhood,cold,140
6,neighborhood,cold,166
6,neighborhood,cold,175
6,neighborhood,cold,205
6,neighborhood,cold,214
6,neighborhood,cold,238
6,neighborhood,cold,242
6,neighborhood,cold,244
6,neighborhood,cold,275
6,neighborhood,cold,307
6,neighborhood,cold,336
6,neighborhood,cold,337
6,neighborhood,cold,377
6,neighborhood,cold,412
6,neighborhood,cold,414
6,neighborhood,cold,420
6,neighborhood,cold,499
6,neighborhood,cold,532
6,neighborhood,cold,587
6,neighborhood,cold,597
6,neighborhood,cold,603
6,neighborhood,cold,613
6,neighborhood,cold,615
6,neighborhood,cold,708
6,neighborhood,cold,742
6,neighborhood,cold,748
6,neighborhood,cold,752
6,neighborhood,cold,799
6,neighborhood,hot,101
6,neighborhood,hot,103
6,neighborhood,hot,104
6,neighborhood,hot,108
6,neighborhood,hot,120
6,neighborhood,hot,124
6,neighborhood,hot,129
6,neighborhood,hot,133
6,neighborhood,hot,141
6,neighborhood,hot,145
6,neighborhood,hot,150
6,neighborhood,hot,152
6,neighborhood,hot,153
6,neighborhood,hot,154
6,neighborhood,hot,172
6,neighborhood,hot,174
6,neighborhood,hot,178
6,neighborhood,hot,188
6,neighborhood,hot,197
6,neighborhood,hot,202
6,neighborhood,hot,206
6,neighborhood,hot,222
6,neighborhood,hot,231
6,neighborhood,hot,235
6,neighborhood,hot,241
6,neighborhood,hot,255
6,neighborhood,hot,261
6,neighborhood,hot,273
6,neighborhood,hot,280
6,neighborhood,hot,283
6,neighborhood,hot,287
6,neighborhood,hot,315
6,neighborhood,hot,317
6,neighborhood,hot,329
6,neighborhood,hot,331
6,neighborhood,hot,332
6,neighborhood,hot,335
6,neighborhood,hot,344
6,neighborhood,hot,351
6,neighborhood,hot,355
6,neighborhood,hot,356
6,neighborhood,hot,359
6,neighborhood,hot,361
6,neighborhood,hot,362
6,neighborhood,hot,384
6,neighborhood,hot,387
6,neighborhood,hot,395
6,neighborhood,hot,409
6,neighborhood,hot,411
6,neighborhood,hot,423
6,neighborhood,hot,451
6,neighborhood,hot,459
6,neighborhood,hot,460
6,neighborhood,hot,468
6,neighborhood,hot,478
6,neighborhood,hot,489
6,neighborhood,hot,494
6,neighborhood,hot,514
6,neighborhood,hot,521
6,neighborhood,hot,527
6,neighborhood,hot,531
6,neighborhood,hot,534
6,neighborhood,hot,538
6,neighborhood,hot,545
6,neighborhood,hot,547
6,neighborhood,hot,567
6,neighborhood,hot,599
6,neighborhood,hot,600
6,neighborhood,hot,612
6,neighborhood,hot,617
